PanProtein	has_length	translates_from_PanGene	member_of_PanProteinCluster
PAN12861	312	pan_12861	PANCL11645
PAN9593	164	pan_9593	PANCL12824
PAN11826	116	pan_11826	PANCL3617
PAN1844	297	pan_1844	PANCL1418
PAN5162	377	pan_5162	PANCL5162
PAN10586	292	pan_10586	PANCL6359
PAN13651	375	pan_13651	PANCL13651
PAN5412	347	pan_5412	PANCL5316
PAN4631	275	pan_4631	PANCL1383
PAN4317	216	pan_4317	PANCL2748
PAN4923	406	pan_4923	PANCL5707
PAN11713	296	pan_11713	PANCL1506
PAN8786	164	pan_8786	PANCL9618
PAN1147	287	pan_1147	PANCL1266
PAN2366	640	pan_2366	PANCL8755
PAN11418	308	pan_11418	PANCL11418
PAN1483	270	pan_1483	PANCL557
PAN2112	285	pan_2112	PANCL1266
PAN12339	277	pan_12339	PANCL1383
PAN349	275	pan_349	PANCL1383
PAN2875	290	pan_2875	PANCL5365
PAN6650	185	pan_6650	PANCL6650
PAN1975	384	pan_1975	PANCL6368
PAN10700	145	pan_10700	PANCL10700
PAN1564	376	pan_1564	PANCL13801
PAN2788	384	pan_2788	PANCL6368
PAN11953	251	pan_11953	PANCL475
PAN9814	349	pan_9814	PANCL9559
PAN27	292	pan_27	PANCL144
PAN2602	300	pan_2602	PANCL2602
PAN13273	358	pan_13273	PANCL7364
PAN9349	431	pan_9349	PANCL5465
PAN2005	292	pan_2005	PANCL5365
PAN7310	264	pan_7310	PANCL8
PAN11021	300	pan_11021	PANCL10454
PAN4803	398	pan_4803	PANCL13812
PAN2681	250	pan_2681	PANCL363
PAN10591	384	pan_10591	PANCL6368
PAN78	292	pan_78	PANCL5365
PAN6756	351	pan_6756	PANCL6756
PAN11026	163	pan_11026	PANCL12824
PAN5040	287	pan_5040	PANCL1266
PAN141	292	pan_141	PANCL5365
PAN10100	392	pan_10100	PANCL13812
PAN1697	391	pan_1697	PANCL287
PAN7731	145	pan_7731	PANCL7731
PAN7165	302	pan_7165	PANCL2354
PAN9976	291	pan_9976	PANCL9976
PAN7694	167	pan_7694	PANCL10885
PAN1438	292	pan_1438	PANCL144
PAN7636	642	pan_7636	PANCL2911
PAN5388	106	pan_5388	PANCL9505
PAN10492	173	pan_10492	PANCL8206
PAN8780	379	pan_8780	PANCL7352
PAN3036	271	pan_3036	PANCL3036
PAN4304	297	pan_4304	PANCL2553
PAN8046	297	pan_8046	PANCL7537
PAN10148	164	pan_10148	PANCL10513
PAN2044	351	pan_2044	PANCL2132
PAN7864	55	pan_7864	PANCL7865
PAN9362	297	pan_9362	PANCL7537
PAN941	389	pan_941	PANCL941
PAN7909	359	pan_7909	PANCL13651
PAN12731	292	pan_12731	PANCL12731
PAN151	292	pan_151	PANCL5365
PAN188	542	pan_188	PANCL5757
PAN600	380	pan_600	PANCL8002
PAN6181	136	pan_6181	PANCL6181
PAN471	240	pan_471	PANCL102
PAN1279	300	pan_1279	PANCL9323
PAN9301	389	pan_9301	PANCL8002
PAN704	287	pan_704	PANCL1266
PAN3891	275	pan_3891	PANCL1383
PAN6366	1047	pan_6366	PANCL5270
PAN4463	384	pan_4463	PANCL6368
PAN4152	108	pan_4152	PANCL6146
PAN5588	1051	pan_5588	PANCL5783
PAN196	287	pan_196	PANCL1266
PAN13302	356	pan_13302	PANCL10457
PAN5832	287	pan_5832	PANCL1266
PAN9682	166	pan_9682	PANCL13748
PAN12543	290	pan_12543	PANCL13672
PAN229	382	pan_229	PANCL8002
PAN9029	183	pan_9029	PANCL10491
PAN12570	409	pan_12570	PANCL12570
PAN13358	167	pan_13358	PANCL7449
PAN9361	382	pan_9361	PANCL8002
PAN7557	642	pan_7557	PANCL2911
PAN3999	300	pan_3999	PANCL9323
PAN9631	271	pan_9631	PANCL12746
PAN2626	398	pan_2626	PANCL13812
PAN799	382	pan_799	PANCL8002
PAN3597	287	pan_3597	PANCL164
PAN7763	231	pan_7763	PANCL7763
PAN12598	291	pan_12598	PANCL5365
PAN8667	165	pan_8667	PANCL7353
PAN13451	207	pan_13451	PANCL12886
PAN3214	398	pan_3214	PANCL13812
PAN2328	398	pan_2328	PANCL13812
PAN9501	292	pan_9501	PANCL144
PAN172	275	pan_172	PANCL1383
PAN1983	249	pan_1983	PANCL2948
PAN11387	219	pan_11387	PANCL165
PAN10201	287	pan_10201	PANCL1266
PAN4335	177	pan_4335	PANCL4335
PAN2673	178	pan_2673	PANCL11841
PAN482	240	pan_482	PANCL102
PAN925	271	pan_925	PANCL10748
PAN7350	165	pan_7350	PANCL10513
PAN11541	263	pan_11541	PANCL9872
PAN4628	258	pan_4628	PANCL4628
PAN13952	384	pan_13952	PANCL13812
PAN8037	309	pan_8037	PANCL7929
PAN4183	476	pan_4183	PANCL1873
PAN2724	382	pan_2724	PANCL8002
PAN7253	275	pan_7253	PANCL1383
PAN6765	344	pan_6765	PANCL4133
PAN7735	219	pan_7735	PANCL165
PAN8884	199	pan_8884	PANCL11841
PAN5284	287	pan_5284	PANCL5971
PAN9636	325	pan_9636	PANCL12776
PAN1434	344	pan_1434	PANCL4133
PAN8346	288	pan_8346	PANCL3089
PAN2086	267	pan_2086	PANCL8432
PAN9999	321	pan_9999	PANCL10057
PAN10626	287	pan_10626	PANCL1266
PAN6117	161	pan_6117	PANCL6117
PAN8738	165	pan_8738	PANCL7353
PAN9927	382	pan_9927	PANCL8002
PAN2479	292	pan_2479	PANCL144
PAN3871	398	pan_3871	PANCL13812
PAN7512	166	pan_7512	PANCL7512
PAN7692	418	pan_7692	PANCL10126
PAN5484	323	pan_5484	PANCL5484
PAN7344	278	pan_7344	PANCL12746
PAN2868	382	pan_2868	PANCL8002
PAN970	247	pan_970	PANCL519
PAN7172	275	pan_7172	PANCL1383
PAN1639	285	pan_1639	PANCL1266
PAN12379	185	pan_12379	PANCL8
PAN4574	211	pan_4574	PANCL856
PAN9475	220	pan_9475	PANCL6336
PAN4315	281	pan_4315	PANCL1354
PAN13596	378	pan_13596	PANCL8002
PAN3608	382	pan_3608	PANCL8002
PAN5234	221	pan_5234	PANCL5234
PAN4353	250	pan_4353	PANCL385
PAN13283	167	pan_13283	PANCL7449
PAN12560	153	pan_12560	PANCL12560
PAN9569	387	pan_9569	PANCL8002
PAN586	292	pan_586	PANCL5365
PAN4827	398	pan_4827	PANCL13812
PAN6054	220	pan_6054	PANCL1072
PAN3264	288	pan_3264	PANCL3089
PAN4125	291	pan_4125	PANCL1830
PAN6271	462	pan_6271	PANCL6271
PAN12559	247	pan_12559	PANCL12559
PAN4493	398	pan_4493	PANCL13812
PAN686	271	pan_686	PANCL10748
PAN11209	274	pan_11209	PANCL1383
PAN9952	313	pan_9952	PANCL13672
PAN6479	486	pan_6479	PANCL3003
PAN8166	382	pan_8166	PANCL8002
PAN4294	398	pan_4294	PANCL13812
PAN12064	160	pan_12064	PANCL7675
PAN1129	380	pan_1129	PANCL8002
PAN10312	167	pan_10312	PANCL10106
PAN13861	272	pan_13861	PANCL13858
PAN25	289	pan_25	PANCL13672
PAN12718	351	pan_12718	PANCL12746
PAN1347	276	pan_1347	PANCL11647
PAN12068	325	pan_12068	PANCL10942
PAN11259	273	pan_11259	PANCL13858
PAN6122	264	pan_6122	PANCL8
PAN12803	389	pan_12803	PANCL8002
PAN13486	267	pan_13486	PANCL11647
PAN5587	468	pan_5587	PANCL5587
PAN10733	66	pan_10733	PANCL13154
PAN8224	247	pan_8224	PANCL14040
PAN10991	245	pan_10991	PANCL12746
PAN4287	263	pan_4287	PANCL5280
PAN315	421	pan_315	PANCL315
PAN10292	234	pan_10292	PANCL8221
PAN7465	458	pan_7465	PANCL6345
PAN11656	640	pan_11656	PANCL8755
PAN3368	399	pan_3368	PANCL13812
PAN13341	167	pan_13341	PANCL13341
PAN5858	297	pan_5858	PANCL5858
PAN13252	288	pan_13252	PANCL3089
PAN7368	165	pan_7368	PANCL7449
PAN12812	144	pan_12812	PANCL12812
PAN7506	1075	pan_7506	PANCL7506
PAN6549	147	pan_6549	PANCL13154
PAN7870	66	pan_7870	PANCL7870
PAN12860	263	pan_12860	PANCL7529
PAN65	543	pan_65	PANCL5757
PAN13858	291	pan_13858	PANCL13858
PAN14004	165	pan_14004	PANCL7449
PAN6711	173	pan_6711	PANCL6174
PAN4102	485	pan_4102	PANCL1797
PAN5511	1050	pan_5511	PANCL5759
PAN2769	266	pan_2769	PANCL8
PAN13041	372	pan_13041	PANCL13041
PAN8281	384	pan_8281	PANCL6368
PAN12122	168	pan_12122	PANCL10885
PAN13690	301	pan_13690	PANCL7537
PAN4535	300	pan_4535	PANCL9323
PAN3335	168	pan_3335	PANCL5957
PAN3639	293	pan_3639	PANCL1418
PAN4866	166	pan_4866	PANCL390
PAN1980	292	pan_1980	PANCL5365
PAN10105	311	pan_10105	PANCL10105
PAN10436	640	pan_10436	PANCL8755
PAN6805	430	pan_6805	PANCL5103
PAN11988	385	pan_11988	PANCL8002
PAN1300	287	pan_1300	PANCL1266
PAN3332	294	pan_3332	PANCL6752
PAN228	539	pan_228	PANCL5757
PAN4222	227	pan_4222	PANCL2748
PAN4682	284	pan_4682	PANCL4236
PAN3370	275	pan_3370	PANCL1383
PAN7628	299	pan_7628	PANCL7628
PAN6433	640	pan_6433	PANCL8755
PAN13930	258	pan_13930	PANCL13930
PAN2474	287	pan_2474	PANCL1266
PAN12133	326	pan_12133	PANCL9055
PAN8472	207	pan_8472	PANCL12886
PAN12759	159	pan_12759	PANCL8844
PAN7456	356	pan_7456	PANCL10457
PAN11192	276	pan_11192	PANCL1383
PAN3157	291	pan_3157	PANCL1830
PAN10076	390	pan_10076	PANCL13812
PAN13740	164	pan_13740	PANCL9618
PAN11945	173	pan_11945	PANCL10099
PAN4110	263	pan_4110	PANCL5280
PAN4860	384	pan_4860	PANCL6368
PAN5441	274	pan_5441	PANCL1383
PAN8047	297	pan_8047	PANCL7537
PAN13170	212	pan_13170	PANCL7886
PAN11421	267	pan_11421	PANCL12643
PAN1741	274	pan_1741	PANCL1383
PAN4813	398	pan_4813	PANCL13812
PAN5707	409	pan_5707	PANCL5707
PAN12542	212	pan_12542	PANCL13412
PAN6461	292	pan_6461	PANCL5365
PAN391	383	pan_391	PANCL13812
PAN246	287	pan_246	PANCL1266
PAN6164	687	pan_6164	PANCL6164
PAN5567	309	pan_5567	PANCL6721
PAN3704	178	pan_3704	PANCL11841
PAN5970	262	pan_5970	PANCL5970
PAN2822	136	pan_2822	PANCL651
PAN835	275	pan_835	PANCL1383
PAN9950	264	pan_9950	PANCL3374
PAN6401	264	pan_6401	PANCL8
PAN388	291	pan_388	PANCL5365
PAN13546	173	pan_13546	PANCL7409
PAN2134	275	pan_2134	PANCL1383
PAN2859	398	pan_2859	PANCL13812
PAN8779	209	pan_8779	PANCL9601
PAN4807	398	pan_4807	PANCL13812
PAN894	287	pan_894	PANCL1266
PAN5076	151	pan_5076	PANCL7007
PAN8986	174	pan_8986	PANCL10885
PAN8714	325	pan_8714	PANCL12776
PAN1060	408	pan_1060	PANCL1060
PAN5640	224	pan_5640	PANCL5640
PAN13746	164	pan_13746	PANCL8781
PAN4447	216	pan_4447	PANCL2748
PAN8632	267	pan_8632	PANCL425
PAN5788	211	pan_5788	PANCL5788
PAN5942	523	pan_5942	PANCL657
PAN11660	389	pan_11660	PANCL8002
PAN4609	178	pan_4609	PANCL11841
PAN9315	330	pan_9315	PANCL9315
PAN10594	288	pan_10594	PANCL3089
PAN9297	389	pan_9297	PANCL8002
PAN13536	162	pan_13536	PANCL9618
PAN4802	398	pan_4802	PANCL13812
PAN3591	295	pan_3591	PANCL3591
PAN1993	380	pan_1993	PANCL8002
PAN10894	395	pan_10894	PANCL10000
PAN7537	303	pan_7537	PANCL7537
PAN325	266	pan_325	PANCL8432
PAN11522	230	pan_11522	PANCL11522
PAN2877	135	pan_2877	PANCL2178
PAN5844	207	pan_5844	PANCL5844
PAN1134	382	pan_1134	PANCL8002
PAN3160	390	pan_3160	PANCL46
PAN4587	294	pan_4587	PANCL6752
PAN3400	250	pan_3400	PANCL363
PAN8510	301	pan_8510	PANCL7537
PAN503	287	pan_503	PANCL1266
PAN4060	287	pan_4060	PANCL1266
PAN8344	291	pan_8344	PANCL1830
PAN10207	301	pan_10207	PANCL10873
PAN10425	325	pan_10425	PANCL12776
PAN12932	317	pan_12932	PANCL12746
PAN2095	295	pan_2095	PANCL1417
PAN11277	363	pan_11277	PANCL14040
PAN5164	1453	pan_5164	PANCL5164
PAN9026	404	pan_9026	PANCL10126
PAN11837	110	pan_11837	PANCL5169
PAN109	287	pan_109	PANCL1266
PAN12420	295	pan_12420	PANCL6752
PAN4834	291	pan_4834	PANCL1830
PAN1488	382	pan_1488	PANCL8002
PAN8199	167	pan_8199	PANCL9082
PAN2909	298	pan_2909	PANCL9315
PAN3920	287	pan_3920	PANCL1266
PAN8264	398	pan_8264	PANCL13812
PAN8251	259	pan_8251	PANCL1681
PAN7882	351	pan_7882	PANCL10457
PAN9991	208	pan_9991	PANCL12886
PAN9104	382	pan_9104	PANCL8002
PAN4661	275	pan_4661	PANCL1383
PAN4313	409	pan_4313	PANCL2815
PAN7934	295	pan_7934	PANCL5563
PAN7332	264	pan_7332	PANCL8
PAN7551	220	pan_7551	PANCL9401
PAN5651	181	pan_5651	PANCL5339
PAN8230	174	pan_8230	PANCL8160
PAN3579	263	pan_3579	PANCL8
PAN9954	248	pan_9954	PANCL11691
PAN12852	179	pan_12852	PANCL1797
PAN1881	275	pan_1881	PANCL1383
PAN4058	384	pan_4058	PANCL6368
PAN10447	222	pan_10447	PANCL7857
PAN13779	265	pan_13779	PANCL3481
PAN4917	280	pan_4917	PANCL4236
PAN5470	263	pan_5470	PANCL8
PAN5598	1051	pan_5598	PANCL5783
PAN6553	271	pan_6553	PANCL10748
PAN687	219	pan_687	PANCL165
PAN13835	211	pan_13835	PANCL13412
PAN5794	291	pan_5794	PANCL625
PAN11347	56	pan_11347	PANCL11347
PAN14014	340	pan_14014	PANCL10323
PAN10927	341	pan_10927	PANCL10927
PAN9453	287	pan_9453	PANCL1266
PAN4706	275	pan_4706	PANCL1383
PAN3375	385	pan_3375	PANCL6368
PAN10050	159	pan_10050	PANCL10031
PAN412	219	pan_412	PANCL165
PAN6044	280	pan_6044	PANCL1383
PAN5985	746	pan_5985	PANCL5985
PAN7053	347	pan_7053	PANCL6859
PAN13089	1055	pan_13089	PANCL5759
PAN2419	275	pan_2419	PANCL1383
PAN9867	465	pan_9867	PANCL6951
PAN13794	168	pan_13794	PANCL9618
PAN12109	400	pan_12109	PANCL3630
PAN13792	164	pan_13792	PANCL10513
PAN11344	92	pan_11344	PANCL8359
PAN10713	94	pan_10713	PANCL10713
PAN1478	382	pan_1478	PANCL8002
PAN139	380	pan_139	PANCL8002
PAN400	266	pan_400	PANCL211
PAN3674	221	pan_3674	PANCL3674
PAN13342	349	pan_13342	PANCL12746
PAN12308	294	pan_12308	PANCL6752
PAN4894	216	pan_4894	PANCL2748
PAN10189	167	pan_10189	PANCL7357
PAN13377	165	pan_13377	PANCL9618
PAN3323	482	pan_3323	PANCL3323
PAN8672	367	pan_8672	PANCL9813
PAN3312	255	pan_3312	PANCL557
PAN8240	160	pan_8240	PANCL10484
PAN10753	279	pan_10753	PANCL10753
PAN1691	287	pan_1691	PANCL1266
PAN572	382	pan_572	PANCL8002
PAN4122	287	pan_4122	PANCL1266
PAN10427	115	pan_10427	PANCL10427
PAN9908	147	pan_9908	PANCL9908
PAN11437	145	pan_11437	PANCL5466
PAN7216	300	pan_7216	PANCL649
PAN865	267	pan_865	PANCL8432
PAN1090	287	pan_1090	PANCL1266
PAN3120	166	pan_3120	PANCL390
PAN7295	640	pan_7295	PANCL8755
PAN5403	432	pan_5403	PANCL5403
PAN5869	215	pan_5869	PANCL2748
PAN10617	424	pan_10617	PANCL10617
PAN11836	272	pan_11836	PANCL2814
PAN9203	32	pan_9203	
PAN10131	168	pan_10131	PANCL9696
PAN9132	382	pan_9132	PANCL8002
PAN12892	287	pan_12892	PANCL1266
PAN2166	392	pan_2166	PANCL3630
PAN40	275	pan_40	PANCL1383
PAN2672	288	pan_2672	PANCL3089
PAN2145	382	pan_2145	PANCL8002
PAN3162	272	pan_3162	PANCL4236
PAN9528	352	pan_9528	PANCL12746
PAN5252	489	pan_5252	PANCL5252
PAN9299	640	pan_9299	PANCL8755
PAN721	275	pan_721	PANCL1383
PAN3209	276	pan_3209	PANCL11647
PAN13263	165	pan_13263	PANCL7449
PAN4853	287	pan_4853	PANCL1266
PAN5008	128	pan_5008	PANCL5008
PAN12752	164	pan_12752	PANCL9618
PAN7232	640	pan_7232	PANCL8755
PAN2223	133	pan_2223	PANCL1085
PAN3835	382	pan_3835	PANCL8002
PAN3106	398	pan_3106	PANCL13812
PAN14034	298	pan_14034	PANCL9315
PAN8032	377	pan_8032	PANCL10392
PAN2958	398	pan_2958	PANCL13812
PAN7279	272	pan_7279	PANCL4236
PAN7016	391	pan_7016	PANCL287
PAN12531	209	pan_12531	PANCL11081
PAN1248	382	pan_1248	PANCL8002
PAN2011	292	pan_2011	PANCL144
PAN1444	147	pan_1444	PANCL276
PAN8774	225	pan_8774	PANCL12886
PAN11554	132	pan_11554	PANCL10748
PAN10553	294	pan_10553	PANCL6752
PAN11732	175	pan_11732	PANCL9005
PAN8685	330	pan_8685	PANCL12840
PAN2989	215	pan_2989	PANCL2748
PAN2111	275	pan_2111	PANCL1383
PAN1234	267	pan_1234	PANCL8432
PAN98	287	pan_98	PANCL1266
PAN2502	275	pan_2502	PANCL1383
PAN2123	274	pan_2123	PANCL1383
PAN3399	258	pan_3399	PANCL2948
PAN13874	284	pan_13874	PANCL7602
PAN10369	166	pan_10369	PANCL10369
PAN12622	141	pan_12622	PANCL651
PAN2270	277	pan_2270	PANCL1383
PAN9974	264	pan_9974	PANCL8
PAN9981	143	pan_9981	PANCL9984
PAN12915	297	pan_12915	PANCL9381
PAN12063	168	pan_12063	PANCL8206
PAN5215	386	pan_5215	PANCL7134
PAN4804	258	pan_4804	PANCL2948
PAN3993	288	pan_3993	PANCL3089
PAN2410	264	pan_2410	PANCL2410
PAN8142	176	pan_8142	PANCL8142
PAN8178	382	pan_8178	PANCL8002
PAN8966	392	pan_8966	PANCL8966
PAN7764	46	pan_7764	PANCL11588
PAN11415	281	pan_11415	PANCL1383
PAN10710	389	pan_10710	PANCL8002
PAN1542	275	pan_1542	PANCL1383
PAN3033	586	pan_3033	PANCL5700
PAN8409	110	pan_8409	PANCL12406
PAN10490	263	pan_10490	PANCL287
PAN13362	164	pan_13362	PANCL9618
PAN3666	178	pan_3666	PANCL11841
PAN2067	274	pan_2067	PANCL1383
PAN13468	265	pan_13468	PANCL7529
PAN1010	542	pan_1010	PANCL5757
PAN8666	165	pan_8666	PANCL10513
PAN7550	109	pan_7550	PANCL11841
PAN11986	544	pan_11986	PANCL11986
PAN8316	380	pan_8316	PANCL8297
PAN2984	292	pan_2984	PANCL1266
PAN5494	299	pan_5494	PANCL5494
PAN8706	165	pan_8706	PANCL7449
PAN5373	264	pan_5373	PANCL8
PAN1472	211	pan_1472	PANCL13412
PAN2256	542	pan_2256	PANCL817
PAN13836	379	pan_13836	PANCL13801
PAN6627	746	pan_6627	PANCL6627
PAN12392	291	pan_12392	PANCL1418
PAN2870	287	pan_2870	PANCL1266
PAN9429	211	pan_9429	PANCL9429
PAN12792	357	pan_12792	PANCL10457
PAN5702	257	pan_5702	PANCL2771
PAN4207	257	pan_4207	PANCL2771
PAN9298	227	pan_9298	PANCL2748
PAN8266	383	pan_8266	PANCL13812
PAN11145	136	pan_11145	PANCL11145
PAN10326	161	pan_10326	PANCL10106
PAN3280	292	pan_3280	PANCL144
PAN13557	167	pan_13557	PANCL8781
PAN10114	182	pan_10114	PANCL10114
PAN7553	315	pan_7553	PANCL6368
PAN6952	281	pan_6952	PANCL6952
PAN12850	164	pan_12850	PANCL12824
PAN7874	354	pan_7874	PANCL12755
PAN9992	264	pan_9992	PANCL5280
PAN13274	327	pan_13274	PANCL12776
PAN11183	384	pan_11183	PANCL6368
PAN3205	275	pan_3205	PANCL1383
PAN12844	165	pan_12844	PANCL7449
PAN167	287	pan_167	PANCL164
PAN1419	287	pan_1419	PANCL1266
PAN8330	291	pan_8330	PANCL1418
PAN10949	165	pan_10949	PANCL8695
PAN2916	291	pan_2916	PANCL6752
PAN3929	276	pan_3929	PANCL281
PAN9200	152	pan_9200	PANCL9200
PAN13968	174	pan_13968	PANCL13968
PAN3885	275	pan_3885	PANCL1383
PAN5151	280	pan_5151	PANCL8
PAN11771	315	pan_11771	PANCL11771
PAN5583	147	pan_5583	PANCL276
PAN8782	340	pan_8782	PANCL12746
PAN12465	471	pan_12465	PANCL12465
PAN5622	406	pan_5622	PANCL5707
PAN12793	373	pan_12793	PANCL7462
PAN1848	296	pan_1848	PANCL1848
PAN11683	220	pan_11683	PANCL13412
PAN13751	165	pan_13751	PANCL10513
PAN6131	183	pan_6131	PANCL5339
PAN4941	264	pan_4941	PANCL8
PAN2001	155	pan_2001	PANCL4108
PAN5292	189	pan_5292	PANCL8
PAN10920	323	pan_10920	PANCL10920
PAN31	277	pan_31	PANCL1383
PAN5961	640	pan_5961	PANCL8755
PAN8013	168	pan_8013	PANCL8013
PAN5925	1047	pan_5925	PANCL5925
PAN753	291	pan_753	PANCL1418
PAN6058	1051	pan_6058	PANCL5783
PAN5016	147	pan_5016	PANCL5016
PAN12256	458	pan_12256	PANCL6345
PAN3267	275	pan_3267	PANCL1383
PAN5574	640	pan_5574	PANCL8755
PAN22	300	pan_22	PANCL9323
PAN2421	274	pan_2421	PANCL1383
PAN12585	398	pan_12585	PANCL13812
PAN9355	261	pan_9355	PANCL1681
PAN11331	265	pan_11331	PANCL10748
PAN9805	163	pan_9805	PANCL8840
PAN5772	217	pan_5772	PANCL8443
PAN7280	264	pan_7280	PANCL8
PAN3877	275	pan_3877	PANCL1383
PAN5539	523	pan_5539	PANCL657
PAN5750	147	pan_5750	PANCL1063
PAN1762	271	pan_1762	PANCL10748
PAN9124	284	pan_9124	PANCL1053
PAN5333	292	pan_5333	PANCL5365
PAN2697	215	pan_2697	PANCL856
PAN12525	145	pan_12525	PANCL9984
PAN12908	297	pan_12908	PANCL7537
PAN627	157	pan_627	PANCL4108
PAN11469	294	pan_11469	PANCL6752
PAN13645	177	pan_13645	PANCL7449
PAN3867	288	pan_3867	PANCL3089
PAN2176	274	pan_2176	PANCL1383
PAN11226	640	pan_11226	PANCL8755
PAN13519	208	pan_13519	PANCL12886
PAN12649	367	pan_12649	PANCL13041
PAN8189	272	pan_8189	PANCL8189
PAN10843	161	pan_10843	PANCL10282
PAN10138	361	pan_10138	PANCL12755
PAN9375	312	pan_9375	PANCL9375
PAN11549	131	pan_11549	PANCL7747
PAN7547	302	pan_7547	PANCL4078
PAN4236	294	pan_4236	PANCL4236
PAN12798	387	pan_12798	PANCL8002
PAN10732	78	pan_10732	PANCL8955
PAN2149	376	pan_2149	PANCL13812
PAN12334	298	pan_12334	PANCL1418
PAN525	219	pan_525	PANCL165
PAN7401	301	pan_7401	PANCL7401
PAN13678	647	pan_13678	PANCL8755
PAN6944	899	pan_6944	PANCL6856
PAN13632	325	pan_13632	PANCL12776
PAN2793	277	pan_2793	PANCL7
PAN409	249	pan_409	PANCL409
PAN9017	640	pan_9017	PANCL8755
PAN2194	287	pan_2194	PANCL1266
PAN7880	165	pan_7880	PANCL7449
PAN10445	133	pan_10445	PANCL12746
PAN8939	91	pan_8939	PANCL8939
PAN4417	143	pan_4417	PANCL2844
PAN7957	373	pan_7957	PANCL14040
PAN13990	164	pan_13990	PANCL9709
PAN5391	382	pan_5391	PANCL8002
PAN1411	264	pan_1411	PANCL8
PAN10142	208	pan_10142	PANCL12886
PAN7564	289	pan_7564	PANCL7564
PAN11372	294	pan_11372	PANCL6752
PAN13966	174	pan_13966	PANCL10885
PAN8723	222	pan_8723	PANCL12755
PAN13709	273	pan_13709	PANCL13709
PAN12219	294	pan_12219	PANCL12219
PAN8603	260	pan_8603	PANCL9438
PAN13760	220	pan_13760	PANCL9516
PAN4096	384	pan_4096	PANCL6368
PAN1100	287	pan_1100	PANCL1266
PAN12164	243	pan_12164	PANCL7601
PAN1943	287	pan_1943	PANCL1266
PAN7673	165	pan_7673	PANCL12075
PAN601	264	pan_601	PANCL8
PAN9380	159	pan_9380	PANCL2911
PAN12722	168	pan_12722	PANCL7405
PAN12753	162	pan_12753	PANCL13748
PAN8597	116	pan_8597	PANCL8597
PAN11037	164	pan_11037	PANCL11037
PAN1305	287	pan_1305	PANCL1266
PAN13366	165	pan_13366	PANCL8781
PAN6084	640	pan_6084	PANCL8755
PAN125	292	pan_125	PANCL5365
PAN3735	398	pan_3735	PANCL13812
PAN7631	214	pan_7631	PANCL1028
PAN13149	210	pan_13149	PANCL13149
PAN13741	311	pan_13741	PANCL10236
PAN2358	292	pan_2358	PANCL5365
PAN49	255	pan_49	PANCL873
PAN12982	163	pan_12982	PANCL7449
PAN8769	345	pan_8769	PANCL12746
PAN12203	343	pan_12203	PANCL13118
PAN3873	398	pan_3873	PANCL13812
PAN2200	384	pan_2200	PANCL6368
PAN13286	166	pan_13286	PANCL9618
PAN6551	248	pan_6551	PANCL5862
PAN7827	56	pan_7827	PANCL7827
PAN10318	295	pan_10318	PANCL7680
PAN2972	276	pan_2972	PANCL1383
PAN6152	298	pan_6152	PANCL6752
PAN3620	382	pan_3620	PANCL8002
PAN12912	640	pan_12912	PANCL8755
PAN294	265	pan_294	PANCL2732
PAN7658	163	pan_7658	PANCL7658
PAN5726	246	pan_5726	PANCL8637
PAN6847	301	pan_6847	PANCL6847
PAN8820	443	pan_8820	PANCL7352
PAN13497	294	pan_13497	PANCL9315
PAN112	292	pan_112	PANCL144
PAN12815	492	pan_12815	PANCL23
PAN13957	389	pan_13957	PANCL8002
PAN12467	382	pan_12467	PANCL8002
PAN2802	594	pan_2802	PANCL2802
PAN13176	55	pan_13176	PANCL9237
PAN2876	398	pan_2876	PANCL13812
PAN84	382	pan_84	PANCL8002
PAN3971	275	pan_3971	PANCL1383
PAN12110	325	pan_12110	PANCL9055
PAN7462	373	pan_7462	PANCL7462
PAN12482	104	pan_12482	PANCL12482
PAN5879	616	pan_5879	PANCL5879
PAN7226	500	pan_7226	PANCL7226
PAN3713	247	pan_3713	PANCL519
PAN5629	295	pan_5629	PANCL10345
PAN1834	275	pan_1834	PANCL1383
PAN1922	289	pan_1922	PANCL11230
PAN4138	398	pan_4138	PANCL13812
PAN5763	1036	pan_5763	PANCL6339
PAN5662	155	pan_5662	PANCL4108
PAN6865	92	pan_6865	PANCL12707
PAN13156	139	pan_13156	PANCL2178
PAN8160	177	pan_8160	PANCL8160
PAN3819	275	pan_3819	PANCL1383
PAN8739	640	pan_8739	PANCL8755
PAN7538	406	pan_7538	PANCL3630
PAN8501	636	pan_8501	PANCL8501
PAN10438	165	pan_10438	PANCL7449
PAN10528	392	pan_10528	PANCL3630
PAN10405	280	pan_10405	PANCL10457
PAN10342	296	pan_10342	PANCL10342
PAN9565	415	pan_9565	PANCL10126
PAN4765	384	pan_4765	PANCL6368
PAN10161	164	pan_10161	PANCL9618
PAN5738	213	pan_5738	PANCL5738
PAN1169	247	pan_1169	PANCL519
PAN6383	402	pan_6383	PANCL1673
PAN2910	253	pan_2910	PANCL2948
PAN9806	164	pan_9806	PANCL12824
PAN13011	194	pan_13011	PANCL6900
PAN9464	71	pan_9464	PANCL8482
PAN2603	275	pan_2603	PANCL1383
PAN7733	611	pan_7733	PANCL7733
PAN11081	260	pan_11081	PANCL11081
PAN7942	161	pan_7942	PANCL10878
PAN12985	345	pan_12985	PANCL12746
PAN1462	292	pan_1462	PANCL5365
PAN10410	640	pan_10410	PANCL8755
